#####################################################################
# Alchemist log file - simulation started at: 2023-03-08T22:24+0000 #
#####################################################################
#
# seed = 1
#
# The columns have the following meaning: 
# time distances[min] distances[max] distances[mean] 
0.0 NaN NaN NaN
0.0 NaN NaN NaN
1.0 1.0179939735119985 2.1158660292367992 1.5722949294980633
2.0 1.2211944949475284 2.20018522229431 1.57609248156373
3.0 1.2413927260597808 2.228760736739527 1.5718659189083077
4.0 1.2073161233379532 2.1508563424911182 1.5542045847221957
5.0 1.1880172742939052 2.078633343527336 1.53388320630641
6.0 1.157088537423761 2.0689026270779407 1.5173403648923574
7.0 1.137052853653588 2.0492267538003968 1.4998574123752042
8.0 1.096910196531779 2.022250637061855 1.4817229797849405
9.0 1.0597735643697224 2.028809120358452 1.4663696057092535
10.0 1.000893956633633 2.027376554089547 1.445523171365886
11.0 0.9404411221139753 2.0270861403069693 1.4211548000585623
12.0 0.9021772440857644 1.9777478177469678 1.4031082850841519
13.0 0.8860931744097489 1.9742198432282372 1.385438395513713
14.0 0.8781977062313094 1.9894428118149254 1.3628374390032603
15.0 0.841891772359272 2.0272329029898524 1.3416906029900386
16.0 0.798566160287192 2.067579836403467 1.3241053916688943
17.0 0.7648500379019151 2.095739209554691 1.3039056289972282
18.0 0.7084931618088582 2.0241002634285814 1.2789283561080123
19.0 0.6633599949911965 2.0241002634285814 1.2594927969574985
20.0 0.6074242007970954 1.9689810979572058 1.2376583984887555
21.0 0.5625174178794026 1.9194329770633918 1.2109995627314758
22.0 0.5281922721917771 1.8926967175711986 1.1894529826086782
23.0 0.5233196727284488 1.876065351793607 1.1696219699740318
24.0 0.4969629351048092 1.843755640157946 1.1497887204962973
25.0 0.4826743484330839 1.830173217931859 1.1304503206932168
26.0 0.42974046299538315 1.7724673521371705 1.10760702142313
27.0 0.37743933137066876 1.7642962064630627 1.0832687453588095
28.0 0.36901408622088694 1.7944418546885508 1.0592762270556573
29.0 0.3615470630589932 1.8222135443398124 1.0377066297862085
30.0 0.35451810981069615 1.8361613860800219 1.0142301049995484
31.0 0.3557761077663476 1.8345939660965798 0.9941764372668207
32.0 0.3443962381118591 1.835728757462143 0.9816924041790681
33.0 0.3441995050386425 1.8187616108816038 0.9727213086759174
34.0 0.3438935572991064 1.8512845235744444 0.9603959109936231
35.0 0.33050552176381337 1.838761269902442 0.943758208431469
36.0 0.28990183066258857 1.8795392689005095 0.9263289264840971
37.0 0.28022339510153627 1.87626478195825 0.9131991205629153
38.0 0.2926943999025869 1.87626478195825 0.8958203760794794
