#####################################################################
# Alchemist log file - simulation started at: 2023-03-08T22:24+0000 #
#####################################################################
#
# seed = 5
#
# The columns have the following meaning: 
# time distances[min] distances[max] distances[mean] 
0.0 NaN NaN NaN
0.0 NaN NaN NaN
1.0 0.25954242985272846 2.3749546159948487 1.6140025325267418
2.0 1.1948721989043727 2.1329317621329587 1.5972804626767059
3.0 1.1914378819060494 2.120656883346007 1.597426722295872
4.0 1.1723833237802928 2.102648106266103 1.578865949829774
5.0 1.1355852929758106 2.0861233781549027 1.5551134186383389
6.0 1.0995374658400783 2.0413912482493113 1.5332027663928571
7.0 1.0643534852692333 2.035218999126482 1.5152672605357873
8.0 1.0563410753886329 2.0209764630336045 1.496441587964759
9.0 1.0390996355748923 2.032132030147536 1.4797011483176077
10.0 1.0135625378910935 2.0226839953105995 1.45935462576967
11.0 1.0127219703442911 1.9916240123113007 1.440048759323554
12.0 0.9781764623403602 1.9723489065368913 1.4243945336831363
13.0 0.9582302138200018 1.9547904998818253 1.40477244795987
14.0 0.9176477883946561 1.9563682842862626 1.3869403272467147
15.0 0.860577169391729 1.932277259815271 1.3679553012464547
16.0 0.8346975280790051 1.9020407604608813 1.3460768310035178
17.0 0.8108423563616951 1.8645327361220865 1.3247695142145577
18.0 0.7758206743713517 1.8444685768831686 1.311460039072489
19.0 0.7435117989351042 1.810250815587699 1.29585113474035
20.0 0.7150662961082876 1.7781627319837714 1.2784208425140693
21.0 0.7126628030245923 1.7297200909045134 1.2632247561582206
22.0 0.7117906800325148 1.719691768175561 1.246692801815577
23.0 0.6759378804356977 1.680175634274248 1.2259864611648403
24.0 0.654337490042683 1.640877780802367 1.2008251656981248
25.0 0.6514806190488818 1.6115224151383665 1.1759643710321674
26.0 0.6226009266240743 1.6452672842425837 1.1535465135883887
27.0 0.6042181743395322 1.6659668182357508 1.1293859851151873
28.0 0.5793966913914372 1.6411676269740165 1.1082354593432744
29.0 0.5453302310364267 1.6332722071018133 1.0857531245401821
30.0 0.5453302310364267 1.6184297189815264 1.0573144583197123
31.0 0.5195411440435014 1.6650678695039027 1.0318982381601465
32.0 0.47467349417691534 1.6760614665118019 1.0087087137071205
33.0 0.4278596323351119 1.675288012627481 0.980048756350832
34.0 0.4005159828440267 1.6177157677069691 0.9566742126963108
35.0 0.37161944621784226 1.580781844293502 0.9321553696781295
36.0 0.38697095403557363 1.578442217627871 0.9111199717942513
37.0 0.3992571637028206 1.5821870701678966 0.9010701612399913
38.0 0.40845762731055757 1.54169570267966 0.8886125981621867
