#####################################################################
# Alchemist log file - simulation started at: 2023-03-08T22:47+0000 #
#####################################################################
#
# seed = 8
#
# The columns have the following meaning: 
# time distances[min] distances[max] distances[mean] 
0.0 NaN NaN NaN
0.0 NaN NaN NaN
1.0 0.8108019357635197 2.342278364853313 1.5142783251515284
2.0 1.1551781715210707 2.259242265027747 1.539769235187738
3.0 1.1648253035324267 2.287260893922182 1.5421049258091442
4.0 1.130028956630636 2.239820451720327 1.5232494892730466
5.0 1.0631942820149247 2.2042375988452507 1.5021019617936295
6.0 1.0072134560908284 2.1691332353958717 1.4828607030896965
7.0 0.9575704781630936 2.104721676978057 1.462959815009179
8.0 0.9047401047657646 2.0775598915328453 1.4430946777102895
9.0 0.8313373566873293 2.0402547796874844 1.424467908122848
10.0 0.7874156376663594 2.0129318911757355 1.4069912541061882
11.0 0.733692098010104 2.000170413279796 1.3896682084393819
12.0 0.6820321801171426 2.012059882134831 1.3723893060276229
13.0 0.6377967420320774 1.9977879595350754 1.3543681259143983
14.0 0.5808911046010385 1.9867133718763057 1.337121176784815
15.0 0.5374742896376635 1.9831394903508688 1.320307896381657
16.0 0.47897467148691764 1.9991875927478744 1.3024391304874836
17.0 0.43662402582081816 2.0030727017346175 1.2833222538812656
18.0 0.41338965134397354 2.0016130695758725 1.2659505810154281
19.0 0.37370940778559136 1.99629200137319 1.2502461486507326
20.0 0.37370940778559136 1.9938267154781322 1.2340396022288023
21.0 0.3456894246017511 2.0043081521992177 1.2173814383202122
22.0 0.3247163783171257 1.9828991688820192 1.2021478811440212
23.0 0.3061673891281715 1.9783472128157424 1.1841119093318346
24.0 0.3043931794103324 1.9678592009428215 1.1659026626081679
25.0 0.31924432869419417 1.99148976274334 1.1511932515502972
26.0 0.3160514166002692 2.0012995725192715 1.1391780857885083
27.0 0.3144694524170287 2.0121262228504273 1.1294323621855138
28.0 0.3259762102002642 1.974957068700635 1.1204080281887745
29.0 0.33164678685790044 1.974957068700635 1.1120604831212462
30.0 0.301628080147257 1.9747483488289865 1.0981892143280323
31.0 0.2633016133667539 1.910332408207053 1.0831346483379116
32.0 0.25199428642986066 1.8919153429592925 1.0709714579287029
33.0 0.22618190087339035 1.9102487645764352 1.0592526195527145
34.0 0.23023373350959037 1.912602528602718 1.0479293589180618
35.0 0.22956379285602502 1.9234730203410173 1.0335490608283933
36.0 0.2413653057994904 1.945593830783515 1.019746081276135
37.0 0.24965346171967556 1.9416131470316365 1.0047908075306837
38.0 0.23583956132864245 1.9382486638720153 0.9898065879509791
